Age,Attrition,BusinessTravel,Department,DistanceFromHome,EngagementScore,TimeSinceLastPromotion,JobSatisfaction,OvertimeHours,BurnoutRisk,CommuteTime,FlexibleWorkEligibility,SkillDemandScore,DiversityIndex,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,PolicySatisfactionScore,ManagerExperienceLevel,IndustryGrowthRate,RegionalUnemploymentRate,VoluntaryOvertimeHours,MandatoryOvertimeHours,TeamDiversityScore,GenderDiversityRatio,SalaryPercentile,AttritionRiskIndex,TotalBenefits,AttritionRiskScore,RetentionRisk
32,Yes,Travel_Frequently,Sales,21,89,9,1,4,5,24,No,2,0.496546711,3,Business,5074,4,Male,1,3,Manager,Married,10187,4,Yes,22,3,2,0,24,0,3,11,0,7,2,3,1.893966422,3.085036127,9,2,0.559994754,0.543607757,Medium,7.485355088,32187,9.302770314,Low
23,Yes,Travel_Rarely,Finance,5,31,2,2,2,89,119,Yes,3,0.54119302,1,Human Resources,5075,3,Male,4,4,Sales Executive,Single,9150,3,Yes,11,2,4,1,18,0,1,1,7,11,3,4,4.866881058,7.779038827,2,13,0.601044155,0.471603015,Medium,33.31768597,20650,39.36904084,Low
33,Yes,Travel_Frequently,Sales,21,36,9,2,16,90,26,No,1,0.668320847,4,Life Sciences,5076,1,Female,4,3,Research Scientist,Single,9736,0,Yes,19,2,1,3,33,0,4,5,3,11,3,2,4.111207391,6.268373091,9,6,0.661773964,0.501471428,Medium,33.96205255,30236,39.04757305,Low
51,Yes,Travel_Rarely,Sales,30,89,7,1,15,19,90,No,4,0.639826008,2,Life Sciences,5077,4,Male,2,4,Manager,Married,8910,3,Yes,23,3,4,0,1,1,3,13,2,4,1,2,2.38007739,7.966800872,8,1,0.540331622,0.488410858,Medium,7.302525603,31910,5.410278155,Low
57,No,Travel_Frequently,Sales,20,,1,2,27,79,112,No,3,0.334336541,2,Human Resources,5078,1,Female,4,4,Laboratory Technician,Single,16618,8,Yes,11,4,1,0,1,0,3,0,5,2,2,3,3.158194655,9.327210101,3,6,0.340984609,0.488979095,Very High,5.641526581,27618,2.826320527,Low
39,No,Non-Travel,Sales,6,34,0,1,7,9,100,No,4,0.423377177,1,Human Resources,5079,4,Male,3,1,Manager,Single,14086,0,Yes,13,4,2,2,15,2,3,1,8,11,1,2,2.246380618,7.78125335,3,15,0.396137809,0.592196358,High,33.39029959,28086,31.05949376,Low
47,Yes,Travel_Frequently,Finance,12,32,0,1,25,74,69,No,2,0.793520967,2,Life Sciences,5080,1,Male,4,2,Human Resources,Married,,2,Yes,16,2,4,2,28,2,4,4,9,9,4,4,1.67945688,9.077734708,6,14,0.892224054,0.415204462,Very High,31.77550452,,20.10720355,Low
28,No,Travel_Frequently,Sales,17,31,9,1,19,99,104,Yes,3,0.371336436,4,Marketing,5081,3,Male,3,3,Marketing Manager,Divorced,19915,8,Yes,24,2,3,2,21,0,2,0,7,2,3,1,2.132851596,8.950400264,2,14,0.38481605,0.414237627,Very High,21.21320727,44915,13.92885887,Low
22,Yes,Travel_Rarely,Sales,16,36,4,1,2,94,110,No,4,0.754557526,3,Business,5082,4,Male,2,3,Laboratory Technician,Married,3513,8,Yes,17,3,4,3,10,3,4,12,0,8,4,3,4.01817929,9.662146554,2,7,0.664282179,0.477744413,Low,8.257504172,22013,6.718279574,Low
47,No,Travel_Rarely,Research & Development,18,41,8,1,11,63,118,Yes,2,0.805725654,1,Technical Degree,5083,4,Male,3,3,Laboratory Technician,Single,,8,Yes,20,2,1,2,35,2,2,0,8,0,3,2,4.928455659,8.331817337,5,12,0.952512891,0.481949744,Medium,31.48554588,,27.39735113,Low
44,Yes,Non-Travel,Research & Development,25,66,3,2,7,98,25,No,3,0.802670428,4,Technical Degree,5084,4,Female,4,2,Human Resources,Divorced,12785,1,Yes,13,2,2,1,37,3,2,19,3,5,3,1,3.861062697,5.886316735,3,0,0.742329678,0.448316744,High,17.79765541,26285,15.51377407,Low
47,No,Travel_Frequently,Sales,22,44,6,4,14,93,74,No,2,0.792419818,2,Other,5085,4,Female,2,4,Laboratory Technician,Married,14976,6,Yes,14,2,4,1,5,1,3,6,4,6,4,4,2.018265877,8.454001276,3,15,0.721129617,0.524680244,High,29.49898167,29476,27.6213632,Low
27,No,Travel_Rarely,Sales,6,46,1,1,10,27,24,No,4,0.407614557,2,Business,5086,1,Male,4,1,Marketing Manager,Married,4587,9,Yes,22,2,1,0,6,1,2,15,5,7,3,4,1.63038454,7.664062305,4,2,0.42729925,0.445630146,Low,27.4444149,26587,36.29833072,Low
27,Yes,Travel_Rarely,Sales,10,66,2,1,12,46,79,No,4,0.537206865,4,Life Sciences,5087,1,Female,4,3,Manager,Single,17313,8,Yes,22,1,3,0,30,0,3,15,7,5,3,2,1.074750087,8.752076817,3,16,0.43304876,0.507053332,Very High,17.79337556,39313,26.12757079,Low
29,No,Travel_Rarely,Engineering,20,80,9,2,25,45,41,No,2,0.575169893,1,Marketing,5088,4,Male,1,4,Manager,Single,18360,5,Yes,10,1,2,3,37,4,2,8,7,1,2,1,1.244791123,2.459964761,2,17,0.611071402,0.430954932,Very High,11.96685385,29860,14.01559424,Low
45,No,Travel_Rarely,Research & Development,21,58,8,3,22,12,46,No,3,0.958103684,2,Other,5089,4,Female,1,2,Software Engineer,Single,,0,Yes,21,4,1,2,8,0,4,4,6,6,2,3,3.095593806,4.995948983,9,2,0.942593851,0.555997806,Very High,22.77166649,,13.06809641,Low
43,No,Travel_Rarely,Finance,9,,4,3,7,39,89,Yes,4,0.46328713,3,Technical Degree,5090,4,Female,1,2,Human Resources,Married,9492,3,Yes,22,1,3,2,12,2,2,9,1,0,1,2,4.371291592,4.624181962,4,15,0.512720074,0.440867817,Medium,35.11933956,32492,50.20374161,Low
40,No,Travel_Rarely,Sales,2,55,5,3,12,2,15,No,1,0.95053562,3,Business,5091,2,Male,2,2,Data Scientist,Married,12784,6,Yes,14,4,3,1,3,1,2,7,7,10,3,2,1.635118395,9.832842154,8,15,0.788434673,0.590436769,High,23.65730008,27284,34.90915432,Low
58,Yes,Travel_Rarely,Research & Development,3,44,2,3,15,78,117,No,2,0.898785655,4,Marketing,5092,2,Female,2,2,Manager,Single,2453,6,Yes,13,3,3,2,0,2,3,19,8,6,1,4,1.724192668,4.276196342,1,0,0.780427832,0.537939782,Low,13.80967716,16453,13.50430694,Low
39,No,Travel_Rarely,Human Resources,10,35,5,1,17,53,20,No,4,0.812029161,2,Human Resources,5093,2,Male,2,4,Research Scientist,Married,16656,3,Yes,21,3,3,1,39,1,2,6,1,3,2,1,4.992391656,8.196570162,9,11,0.819375274,0.479753535,Very High,33.65044834,38156,28.55026737,Low
52,Yes,Travel_Rarely,Sales,8,,9,3,15,82,84,No,4,0.749897456,4,Other,5094,1,Female,4,1,Data Scientist,Divorced,3693,7,Yes,13,2,4,1,25,2,2,2,6,0,1,4,4.242776874,8.946660678,5,7,0.733490931,0.552865308,Low,10.62788222,17193,13.09555544,Low
58,No,Travel_Rarely,Research & Development,9,48,7,4,12,6,34,No,2,0.596755581,1,Business,5095,1,Female,3,2,Research Scientist,Divorced,5347,2,Yes,11,,3,1,8,4,4,6,2,8,1,4,1.198592535,3.952704637,0,8,0.53271812,0.414331491,Low,27.57196952,16847,33.06958414,Low
51,Yes,Travel_Rarely,Research & Development,28,42,9,1,13,94,84,Yes,2,0.294774604,1,Other,5096,4,Female,4,1,Human Resources,Single,19222,4,Yes,11,4,2,3,2,1,2,4,5,0,1,2,2.604872237,9.455510396,4,6,0.309923986,0.562626033,Very High,31.17532741,31722,29.61026289,Low
54,Yes,Non-Travel,Research & Development,21,86,0,2,7,85,92,Yes,1,0.589073242,4,Other,5097,4,Male,3,4,Sales Executive,Divorced,7068,7,Yes,15,1,3,2,4,3,1,1,9,1,4,1,4.252083335,8.872453124,4,5,0.629031453,0.518358995,Medium,7.357754159,23068,4.562145119,Low
31,No,Travel_Rarely,Research & Development,19,86,9,3,28,56,74,No,2,0.219191824,1,Other,5098,2,Male,1,1,Software Engineer,Married,,3,Yes,22,1,4,3,19,2,2,15,9,8,2,3,1.315319131,5.435600824,4,5,0.178650191,0.509938845,Low,9.173045611,,7.51793592,Low
58,No,Travel_Frequently,Research & Development,1,75,7,2,19,22,83,No,1,0.591246805,3,Business,5099,4,Male,3,2,Software Engineer,Single,13507,8,Yes,19,4,2,0,16,4,2,0,2,10,4,4,2.957991571,9.464306095,1,5,0.696492275,0.452646451,High,14.23423753,32507,20.62327632,Low
33,Yes,Non-Travel,Engineering,28,36,7,4,1,84,15,No,2,0.705152497,4,Technical Degree,5100,1,Male,4,2,Human Resources,Single,18077,9,Yes,22,2,1,1,39,3,4,6,8,10,3,3,3.947567372,7.063463406,7,1,0.619829239,0.401772727,Very High,31.04646684,40577,41.19713409,Low
51,No,Travel_Rarely,Finance,2,58,6,3,19,40,40,No,3,0.521895376,3,Marketing,5101,2,Female,3,1,Software Engineer,Single,4860,3,Yes,22,1,4,0,25,1,1,1,5,8,2,2,2.398973243,7.431787354,7,11,0.480724276,0.544249643,Low,22.42708578,26860,26.07662676,Low
48,Yes,Travel_Rarely,Research & Development,20,94,3,1,7,42,25,No,3,0.300532186,2,Technical Degree,5102,2,Male,3,4,Research Scientist,Married,,7,Yes,12,3,3,0,19,1,2,18,8,5,4,2,2.857276082,2.51858694,5,13,0.328554695,0.47617068,High,3.80535561,,5.685496462,Low
30,No,Travel_Rarely,Sales,4,78,0,1,28,7,111,No,2,0.756898153,4,Human Resources,5103,3,Female,3,3,Human Resources,Divorced,7121,2,Yes,17,3,2,1,9,1,1,9,8,1,1,2,3.657104053,6.983867839,4,15,0.872883617,0.404508244,Medium,11.36238225,24621,9.318926483,Low
42,No,Travel_Rarely,Human Resources,16,,9,3,27,71,78,Yes,4,0.873665634,4,Finance,5104,3,Male,1,1,Manager,Single,5281,9,Yes,11,2,2,2,18,0,3,7,7,1,4,2,1.363771719,7.103456862,8,12,0.944759999,0.486386281,Low,35.57319722,17281,27.33635357,Low
33,No,Travel_Rarely,Sales,21,57,1,1,26,31,54,Yes,4,0.713199121,3,Human Resources,5105,4,Male,1,4,Sales Executive,Married,17612,0,Yes,13,3,2,1,37,4,4,5,3,9,1,2,2.969035366,7.617172901,7,11,0.634187774,0.554771459,Very High,21.94888741,31112,23.176133,Low
50,No,Travel_Rarely,Sales,25,79,9,4,5,56,115,No,2,0.66371183,1,Business,5106,1,Male,1,2,Laboratory Technician,Divorced,5806,9,Yes,16,4,3,1,36,2,3,5,5,11,1,4,4.861623782,4.482576123,3,7,0.552662525,0.468549535,Low,12.67947548,22306,15.38460063,Low
54,Yes,Travel_Frequently,Research & Development,30,44,2,2,12,98,20,No,3,0.538795692,2,Finance,5107,3,Male,3,4,Human Resources,Single,18119,2,Yes,12,3,3,3,35,1,1,18,0,9,2,3,4.329297748,9.700409597,0,15,0.612859375,0.508116653,Very High,30.13613833,31619,23.99494932,Low
36,Yes,Travel_Rarely,Research & Development,12,47,4,1,2,90,14,Yes,1,0.737689128,3,Other,5108,1,Female,1,4,Manager,Single,15687,3,Yes,24,1,2,1,2,2,1,18,4,10,3,2,1.878192838,3.999638431,4,18,0.801320475,0.565547759,Very High,27.44515845,40187,33.1298511,Low
23,No,Non-Travel,Engineering,2,35,2,4,6,36,21,No,4,0.451252304,1,Business,5109,2,Female,3,3,Marketing Manager,Married,3783,5,Yes,15,1,3,3,20,0,2,3,9,5,4,4,4.909572173,7.023731484,4,12,0.398884196,0.561632947,Low,33.08329007,20283,47.06290406,Low
39,Yes,Travel_Rarely,Finance,15,97,7,2,5,73,87,No,1,0.663734038,3,Other,5110,3,Female,3,4,Research Scientist,Single,,7,Yes,17,1,3,0,17,1,3,18,2,10,2,3,3.739736624,7.31422202,7,6,0.627190526,0.464097092,Low,3.279750899,,2.196698013,Low
24,No,Non-Travel,Engineering,18,,5,1,4,36,19,Yes,2,0.466737004,4,Human Resources,5111,3,Female,3,3,Sales Executive,Divorced,10436,1,Yes,16,4,1,2,39,2,2,5,8,5,3,1,1.772035743,5.837586214,0,1,0.454206762,0.443773114,Medium,25.16085435,27436,22.99708236,Low
28,No,Travel_Rarely,Finance,16,57,2,4,26,3,12,Yes,1,0.693969984,1,Life Sciences,5112,1,Female,2,3,Sales Executive,Single,8829,6,Yes,18,2,3,3,29,3,2,6,2,0,1,3,1.32066033,2.072997024,0,1,0.657825431,0.518491673,Medium,21.98519953,28329,21.79066997,Low
39,No,Travel_Rarely,Research & Development,21,69,1,4,15,57,93,No,1,0.573363944,4,Life Sciences,5113,2,Male,3,1,Manager,Married,,7,Yes,22,1,4,3,22,2,3,7,5,9,1,4,2.279999926,7.602759696,5,7,0.520343531,0.519121803,Low,16.05844703,,17.68260968,Low
59,No,Travel_Rarely,Sales,12,,2,2,21,31,23,No,2,0.383148526,1,Finance,5114,3,Female,2,2,Laboratory Technician,Married,10463,1,Yes,18,2,1,0,22,4,2,10,5,2,3,2,2.511190582,2.259812453,4,0,0.397843375,0.501714645,Medium,12.04079698,28463,12.53078867,Low
58,Yes,Non-Travel,Research & Development,18,63,1,1,2,64,99,No,2,0.416566039,4,Finance,5115,4,Male,3,4,Human Resources,Divorced,2512,3,Yes,17,2,2,3,8,1,3,13,8,0,4,2,2.687865704,6.768281919,2,19,0.446355217,0.470347934,Low,19.12262713,21012,27.04445112,Low
54,No,Travel_Rarely,Research & Development,14,91,2,4,4,30,60,Yes,1,0.781896563,2,Life Sciences,5116,4,Female,2,4,Research Scientist,Divorced,10066,4,Yes,14,3,2,0,25,4,3,10,9,0,2,4,1.372591045,7.754648789,0,2,0.934765801,0.587229243,Medium,5.135330412,24066,4.005614377,Low
52,Yes,Travel_Frequently,Research & Development,26,,8,1,2,95,34,No,3,0.335395484,2,Other,5117,2,Male,4,1,Manager,Single,19406,8,Yes,23,4,3,0,16,1,3,12,4,3,4,4,1.03520601,6.172442766,2,0,0.385155989,0.438988985,Very High,8.358923115,42406,7.266775309,Low
32,No,Travel_Frequently,Research & Development,21,63,0,3,14,43,28,Yes,1,0.43225398,1,Technical Degree,5118,1,Female,4,2,Manager,Single,7681,3,Yes,23,1,4,0,17,3,4,12,7,3,3,1,2.308817053,4.110301465,8,12,0.445844089,0.516224195,Medium,18.71710684,30681,16.59234718,Low
25,No,Travel_Frequently,Engineering,12,86,2,2,1,40,89,No,4,0.778751135,1,Finance,5119,1,Female,4,3,Data Scientist,Single,9890,4,Yes,12,3,4,2,6,1,3,13,1,1,1,1,2.552614807,8.519237343,9,2,0.785144586,0.554611516,Medium,7.781047663,22890,11.19357775,Low
39,No,Travel_Rarely,Sales,5,38,6,1,14,73,69,Yes,3,0.222091779,3,Technical Degree,5120,1,Female,3,1,Data Scientist,Married,,2,Yes,11,2,1,1,18,2,2,18,2,10,4,4,3.9888625,2.142191972,5,18,0.237852409,0.490286749,Very High,22.52158626,,32.12709104,Low
25,No,Non-Travel,Sales,23,81,1,1,26,73,62,No,1,0.202084185,3,Life Sciences,5121,4,Female,2,1,Data Scientist,Divorced,,1,Yes,15,4,1,2,17,3,1,19,8,3,1,4,4.437561856,9.538874915,5,17,0.223944368,0.502335805,Very High,10.07929683,,7.990407355,Low
55,No,Travel_Frequently,Research & Development,4,37,2,4,12,6,63,Yes,4,0.515600247,2,Other,5122,1,Male,2,2,Data Scientist,Single,8461,1,Yes,16,,2,1,8,3,4,18,7,9,4,1,1.947731901,8.941561206,1,0,0.535049723,0.512804517,Medium,32.24473417,24961,31.99616896,Low
50,No,Travel_Rarely,Finance,18,45,5,2,29,25,115,No,3,0.959359792,3,Human Resources,5123,2,Female,3,4,Software Engineer,Divorced,11456,0,Yes,23,1,1,0,27,3,1,1,6,4,3,3,3.943140417,5.297031243,0,1,0.947627781,0.499035306,High,28.8481235,34456,40.25379598,Low
45,No,Travel_Rarely,Sales,24,59,1,3,1,94,79,No,4,0.237862651,2,Life Sciences,5124,4,Male,3,4,Product Manager,Divorced,6943,2,Yes,19,4,1,3,11,4,1,1,7,1,4,3,3.344921116,7.663493694,5,14,0.237688053,0.435442609,Medium,21.0520258,27443,26.73887066,Low
43,No,Non-Travel,Finance,30,55,0,4,17,26,79,No,2,0.9176345,4,Life Sciences,5125,2,Male,1,4,Marketing Manager,Married,15105,9,Yes,17,3,4,1,28,1,2,10,6,1,2,2,1.359456773,9.533908525,3,10,1.056921642,0.50338767,High,22.78880658,32605,32.51267079,Low
23,No,Non-Travel,Finance,17,86,9,3,9,67,42,Yes,1,0.650929852,4,Marketing,5126,2,Female,2,3,Marketing Manager,Single,18171,9,Yes,17,1,4,1,10,3,2,6,1,9,4,3,1.716570815,5.898143038,1,19,0.687463252,0.432785282,Very High,8.996117458,35671,10.11939303,Low
27,No,Travel_Rarely,Sales,16,36,1,1,3,97,83,No,2,0.278965155,4,Other,5127,4,Male,2,3,Human Resources,Divorced,4447,4,Yes,17,2,4,2,19,1,3,19,7,0,1,1,1.647009993,2.431795966,0,13,0.253035035,0.460600363,Low,16.55825815,22447,14.36393141,Low
46,No,Travel_Frequently,Engineering,10,62,3,2,1,42,36,No,3,0.864352649,4,Finance,5128,4,Female,1,2,Research Scientist,Married,4680,0,Yes,16,1,2,3,16,4,2,19,2,8,4,2,3.951373347,4.497499269,3,4,0.812756404,0.439759557,Low,19.80445565,22180,24.17083274,Low
42,No,Travel_Rarely,Sales,17,60,4,1,29,45,95,Yes,4,0.236892902,4,Human Resources,5129,2,Male,3,1,Research Scientist,Married,18312,0,Yes,17,1,4,0,39,0,3,5,3,5,1,2,4.637583248,7.434399659,8,18,0.221033448,0.559158033,Very High,21.19173645,35312,25.12593431,Low
37,No,Travel_Rarely,Research & Development,12,50,0,3,19,73,26,No,4,0.610138629,2,Life Sciences,5130,1,Male,2,3,Marketing Manager,Single,9006,1,Yes,13,1,2,2,11,4,1,10,0,5,3,1,1.088412545,8.896048357,8,15,0.524901171,0.532847505,Medium,25.20201658,23006,34.50279337,Low
52,Yes,Travel_Rarely,Research & Development,12,79,3,1,29,99,102,Yes,2,0.69479634,2,Life Sciences,5131,3,Female,1,3,Data Scientist,Divorced,3196,1,Yes,16,3,3,3,10,4,3,5,7,3,4,4,2.550492081,3.294383517,8,4,0.799497055,0.530945981,Low,11.41013699,20696,9.542007504,Low
35,Yes,Travel_Rarely,Finance,27,35,4,2,24,7,75,Yes,2,0.742803074,3,Marketing,5132,1,Female,4,4,Marketing Manager,Single,16884,0,Yes,15,,1,3,37,0,4,8,7,1,1,4,2.120242539,9.869358814,0,14,0.855089902,0.428324893,Very High,33.60226023,33384,18.10656654,Low
49,Yes,Travel_Frequently,Research & Development,28,89,3,2,13,37,33,Yes,3,0.388650344,4,Human Resources,5133,3,Female,2,4,Data Scientist,Divorced,10142,4,Yes,18,1,3,1,5,4,2,12,3,9,4,2,3.015865029,7.894100856,0,4,0.331360447,0.494353406,Medium,6.378998241,28642,3.212077035,Low
53,Yes,Travel_Rarely,Research & Development,23,,1,2,2,83,33,No,3,0.414719268,2,Life Sciences,5134,1,Female,1,4,Human Resources,Divorced,4194,6,Yes,17,3,1,2,5,4,2,8,8,6,1,3,1.159166193,5.507083635,8,9,0.392899168,0.465266493,Low,29.3989742,22194,28.17898671,Low
49,No,Travel_Rarely,Research & Development,4,87,0,4,11,91,43,No,1,0.878880851,2,Life Sciences,5135,3,Male,2,1,Marketing Manager,Married,15554,9,Yes,16,2,2,0,0,2,3,14,3,1,1,1,4.452395781,4.350922795,3,5,0.722189168,0.564597957,Very High,6.729693672,31554,3.735143196,Low
30,Yes,Travel_Rarely,Sales,3,38,3,1,4,79,37,No,3,0.484470458,4,Other,5136,2,Male,4,3,Research Scientist,Single,16017,8,Yes,21,3,3,1,28,1,3,14,9,9,3,1,3.846312658,6.973630486,3,16,0.421180597,0.460952883,Very High,14.37089556,37517,15.34790422,Low
43,No,Travel_Rarely,Research & Development,1,61,1,4,1,97,24,No,3,0.621938202,4,Technical Degree,5137,1,Female,2,3,Product Manager,Single,,4,Yes,17,2,3,0,12,4,3,0,9,2,2,3,4.236670271,4.01471683,7,18,0.550809233,0.586304179,Very High,19.84557045,,17.65395861,Low
53,Yes,Non-Travel,Finance,12,44,9,2,13,87,63,Yes,3,0.556592872,4,Business,5138,1,Female,2,2,Product Manager,Married,2224,5,Yes,17,1,2,3,8,4,2,9,9,10,4,1,3.944083171,7.084031819,7,1,0.494891647,0.556571022,Low,8.080174683,20724,11.68857147,Low
26,No,Travel_Frequently,Sales,29,74,8,4,28,61,93,Yes,3,0.344385406,3,Business,5139,1,Female,3,4,Product Manager,Married,13837,0,Yes,20,4,1,2,8,3,1,2,6,8,2,3,2.326792139,2.19515749,0,9,0.337670549,0.478089274,High,14.9226383,34837,13.41064208,Low
44,No,Travel_Rarely,Research & Development,8,84,3,4,22,50,98,No,2,0.525253356,3,Life Sciences,5140,1,Male,4,4,Laboratory Technician,Married,13945,5,Yes,20,3,2,1,5,0,3,10,4,9,3,3,4.587291331,8.564040526,7,0,0.56760261,0.586497742,High,8.975938968,34445,9.326111536,Low
26,No,Non-Travel,Sales,8,78,2,2,25,6,80,Yes,2,0.234685795,2,Business,5141,3,Female,3,2,Software Engineer,Divorced,18439,6,Yes,23,1,4,1,37,0,2,3,5,1,3,2,4.030285878,4.074472251,7,5,0.195251738,0.51467959,Very High,11.72290022,41939,13.68053687,Low
53,No,Travel_Rarely,Engineering,12,90,6,2,29,81,99,Yes,4,0.320464532,2,Finance,5142,4,Male,4,4,Sales Executive,Married,7241,5,Yes,20,3,3,0,14,3,3,10,7,0,4,1,1.065633438,7.143065982,1,12,0.293357878,0.408906506,Medium,6.591674704,27241,6.000421756,Low
31,Yes,Travel_Frequently,Sales,4,69,2,2,4,64,114,No,3,0.86607101,1,Business,5143,2,Male,2,4,Sales Executive,Married,5100,3,Yes,12,1,2,1,36,1,1,15,6,5,1,4,4.06541202,3.08578507,2,17,0.921858561,0.460984169,Low,16.27606695,17600,21.92425394,Low
36,No,Non-Travel,Sales,16,63,9,3,6,87,70,No,2,0.939846143,3,Finance,5144,1,Male,3,3,Manager,Divorced,15977,7,Yes,23,3,1,3,20,1,2,9,3,9,3,4,1.184767696,9.0055299,5,10,0.969559507,0.471003347,Very High,20.56956994,40477,28.69984504,Low
28,No,Travel_Rarely,Engineering,2,41,7,4,14,89,16,No,1,0.216973655,1,Technical Degree,5145,2,Female,3,1,Product Manager,Single,2959,6,Yes,24,3,4,1,7,1,4,7,2,8,4,2,3.842894547,2.704063113,7,7,0.177195449,0.577451202,Low,31.04965722,27459,39.81138996,Low
50,Yes,Travel_Frequently,Research & Development,4,44,4,1,18,83,57,No,4,0.456908949,1,Marketing,5146,4,Female,1,2,Human Resources,Divorced,8868,1,Yes,17,3,2,1,8,2,1,15,2,4,4,3,1.60290825,4.096925197,8,15,0.449006876,0.42966872,Medium,29.08976604,26368,32.48610599,Low
24,Yes,Travel_Rarely,Research & Development,23,38,3,2,21,29,45,No,2,0.948419834,4,Technical Degree,5147,3,Male,4,2,Research Scientist,Divorced,,8,Yes,15,,1,0,35,4,4,12,1,5,2,2,1.968089718,6.337449618,1,15,0.926348536,0.40062497,High,31.83418502,,39.79884673,Low
40,Yes,Travel_Rarely,Engineering,4,31,0,4,18,79,49,No,3,0.775666534,3,Business,5148,3,Female,4,2,Human Resources,Divorced,12213,7,Yes,11,2,1,3,30,1,2,8,2,8,3,4,1.083255979,4.230082635,5,3,0.661818427,0.555083037,High,25.6996484,24713,37.68330811,Low
31,Yes,Travel_Rarely,Sales,29,33,4,3,16,70,51,No,3,0.20991637,4,Marketing,5149,2,Female,4,1,Sales Executive,Divorced,15841,0,Yes,17,4,1,3,28,2,4,19,4,7,2,1,3.383776594,2.247109077,0,1,0.248383733,0.433421619,Very High,12.07620415,34341,15.76950947,Low
49,No,Non-Travel,Sales,11,43,8,1,15,63,62,No,4,0.286360295,1,Human Resources,5150,3,Male,3,2,Sales Executive,Single,2286,5,Yes,23,2,4,1,33,2,4,17,2,4,4,3,2.035182923,8.016077581,1,7,0.320324145,0.582811683,Low,30.45443088,25786,19.94413964,Low
50,No,Travel_Rarely,Sales,27,34,7,1,7,34,118,No,2,0.789704583,3,Human Resources,5151,1,Male,3,1,Human Resources,Single,10665,1,Yes,23,3,1,0,37,2,3,7,3,2,4,1,3.761947152,4.579782472,3,19,0.654277494,0.597512564,Medium,34.77784907,33665,23.63091346,Low
36,No,Non-Travel,Research & Development,3,77,3,3,12,24,31,No,4,0.74407413,1,Technical Degree,5152,4,Male,4,2,Laboratory Technician,Married,13614,4,Yes,10,,3,0,5,0,3,9,2,2,4,1,2.682311227,7.142422987,5,4,0.614174752,0.558980216,High,12.28815802,23614,10.81840316,Low
56,Yes,Non-Travel,Sales,10,86,8,1,24,58,85,No,1,0.900589924,3,Finance,5153,1,Male,4,3,Software Engineer,Single,18522,0,Yes,24,3,4,2,34,3,1,6,2,5,2,3,4.915467646,2.010245113,7,18,1.012321049,0.473261551,Very High,8.83315606,43522,8.030968162,Low
27,No,Travel_Rarely,Research & Development,12,89,6,2,20,74,102,Yes,4,0.805567881,4,Human Resources,5154,1,Male,2,1,Laboratory Technician,Married,,0,Yes,23,2,4,1,14,4,3,11,3,1,3,1,2.829022549,8.422466384,5,0,0.918304033,0.477598357,Very High,7.099537118,,7.135629328,Low
33,Yes,Travel_Rarely,Sales,17,72,1,2,10,59,95,Yes,4,0.956098165,1,Other,5155,4,Female,4,3,Sales Executive,Married,,0,Yes,16,3,3,0,17,2,2,3,1,0,1,4,1.770164751,4.408157789,7,0,0.835833134,0.554257982,High,14.49999406,,8.006590574,Low
59,Yes,Travel_Frequently,Sales,9,93,6,3,0,75,59,No,1,0.634427817,3,Business,5156,2,Female,3,4,Manager,Single,4071,5,No,16,4,2,1,30,4,3,7,5,10,3,3,3.700747044,9.587635619,8,5,0.676298885,0.588289717,Low,4.976985963,20571,3.804497597,Low
34,Yes,Travel_Rarely,Sales,21,31,3,3,17,24,44,No,3,0.410519459,2,Other,5157,1,Male,4,4,Product Manager,Single,8382,0,Yes,12,,2,3,0,3,4,1,5,8,4,4,2.633949055,7.314720909,9,2,0.392201198,0.546969049,Medium,35.34485146,21882,50.43028355,Low
50,Yes,Travel_Rarely,Research & Development,2,,4,1,23,79,35,No,1,0.304895149,1,Finance,5158,2,Male,3,4,Sales Executive,Single,3534,4,Yes,24,1,1,0,4,2,2,11,1,9,3,1,1.497610535,2.99340605,5,3,0.260875708,0.478746989,Low,36.04208178,27534,53.3780276,Low
40,No,Non-Travel,Sales,22,43,0,3,29,85,18,No,3,0.203653126,3,Business,5159,1,Male,3,3,Human Resources,Divorced,11174,6,Yes,16,4,1,1,15,0,1,5,8,3,4,2,3.354902517,9.658921305,1,18,0.191911531,0.427824563,High,3.722776211,27674,4.863453818,Low
24,Yes,Travel_Frequently,Sales,18,,3,1,29,50,81,Yes,3,0.299960607,2,Technical Degree,5160,2,Female,4,2,Sales Executive,Single,2392,5,Yes,16,3,3,1,11,0,3,5,3,2,2,1,2.32475782,5.029692448,4,2,0.334619938,0.413774377,Low,24.42103661,18892,35.74520748,Low
29,No,Travel_Rarely,Human Resources,12,31,1,2,6,93,113,No,1,0.679419231,3,Life Sciences,5161,4,Male,2,1,Human Resources,Divorced,11671,5,Yes,19,3,3,0,0,1,3,19,3,6,3,1,3.432191107,8.030541665,1,2,0.554767451,0.52280222,High,35.15970262,30671,48.3464808,Low
